max_iterations,max_no_improvements,random_percentage,mode,total_price,envelopes,time,unassigned_coupons_total,unassigned_coupons_price
8,14,5,0,240.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0",18.777839198,136,229.77
8,14,5,1,240.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0",18.552821161,136,229.03
8,14,5,2,285.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0",12.173840003,48,105.76
10,8,1,0,240.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0",23.450206962,132,229.53
10,8,1,1,240.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0",23.360767962,133,231.59
10,8,1,2,285.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0",15.40575626,37,85.53
10,8,5,0,240.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0",23.608311511,138,233.68
10,8,5,1,240.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0",23.425325698,137,232.4
10,8,5,2,285.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0",15.318181771,46,103.85
10,10,1,0,240.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0",23.399563436,131,228.56
10,10,1,1,240.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0",23.329452658,133,231.44
10,10,1,2,285.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0",15.595592582,38,87.71
10,10,5,0,240.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0",23.180895113,140,234.83
10,10,5,1,240.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0",23.508553391,138,232.24
10,10,5,2,285.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0",15.320893303,43,95.88
10,12,1,0,240.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0",23.555945335,133,231.25
10,12,1,1,240.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0",23.647863627,132,229.69
10,12,1,2,285.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0",15.360070937,37,85.81
10,12,5,0,240.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0",23.282262276,133,225.36
10,12,5,1,240.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0",23.258034783,135,228.22
10,12,5,2,285.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0",15.344396318,38,86.02
10,14,1,0,240.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0",23.657526644,132,229.93
10,14,1,1,240.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0",23.470909025,132,230.07
10,14,1,2,285.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0",15.401664079,36,83.11
10,14,5,0,240.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0",23.318780077,129,209.6
10,14,5,1,240.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0",23.33881956,132,218.45
10,14,5,2,285.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0",15.638043892,38,87.19
