max_iterations,max_no_improvements,random_percentage,mode,total_price,envelopes,time,unassigned_coupons_total,unassigned_coupons_price
3,8,1,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",1.559884275,50,91.25
3,8,1,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",1.584817035,50,91.38
3,8,1,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",1.107681932,8,18.74
3,8,5,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",1.542580642,51,91.38
3,8,5,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",1.97263591,57,98.71
3,8,5,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",1.227418287,6,15.28
3,10,1,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",1.693962494,48,87.9
3,10,1,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",1.589724447,49,89.81
3,10,1,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",1.101065552,7,16.23
3,10,5,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",1.5556008,63,106.04
3,10,5,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",1.586383076,58,101.15
3,10,5,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",1.098735473,11,25.02
3,12,1,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",1.568423772,50,91.4
3,12,1,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",1.594536756,50,91.29
3,12,1,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",1.17113796,8,18.51
3,12,5,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",1.61034809,55,96.19
3,12,5,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",1.559355222,55,98.85
3,12,5,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",1.13399476,14,31.8
3,14,1,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",1.585471862,49,89.28
3,14,1,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",1.664966211,50,91.36
3,14,1,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",1.145234604,7,16.1
3,14,5,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",1.578817751,49,86.79
3,14,5,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",1.615940112,60,105.49
3,14,5,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",1.138409134,7,17.33
5,8,1,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",2.641468783,50,91.29
5,8,1,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",2.657091895,51,93.08
5,8,1,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",1.845578683,8,18.57
5,8,5,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",2.608103486,55,94.3
5,8,5,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",2.665317482,60,105.16
5,8,5,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",1.818386422,12,26.26
5,10,1,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",2.646789878,49,89.98
5,10,1,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",2.695584939,50,91.4
5,10,1,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",1.930191041,8,18.58
5,10,5,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",2.631195447,58,102.23
5,10,5,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",2.611884836,60,107.21
5,10,5,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",1.973120974,6,14.03
5,12,1,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",2.935631308,50,91.39
5,12,1,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",2.678016715,50,91.33
5,12,1,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",1.905991573,7,16.3
5,12,5,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",2.672932433,59,103.4
5,12,5,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",2.712520903,62,108.78
5,12,5,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",2.016326485,9,20.96
5,14,1,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",2.797986981,50,91.43
5,14,1,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",2.643434851,49,89.66
5,14,1,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",1.902081802,7,16.2
5,14,5,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",2.681932123,56,96.83
5,14,5,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",2.648201773,59,100.68
5,14,5,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",1.960438302,4,9.36
8,8,1,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",4.19656488,50,91.36
8,8,1,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",4.289257774,50,91.3
8,8,1,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",3.105688948,8,18.45
8,8,5,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",4.326730136,60,106.59
8,8,5,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",4.14488323,53,93.71
8,8,5,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",3.09288531,15,33.52
8,10,1,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",4.364059829,51,93.09
8,10,1,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",4.382639414,50,91.51
8,10,1,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",2.981469702,8,18.51
8,10,5,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",4.204284457,53,93.42
8,10,5,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",4.230265218,54,92.78
8,10,5,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",2.969494824,5,12.09
8,12,1,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",4.366670376,50,91.49
8,12,1,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",4.663811801,50,91.44
8,12,1,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",3.319400609,8,18.73
8,12,5,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",4.37473761,55,96.93
8,12,5,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",4.537557042,55,99.21
8,12,5,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",3.502894827,6,14.03
8,14,1,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",4.634493433,50,91.33
8,14,1,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",4.626415774,51,92.85
8,14,1,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",3.209907255,7,16.33
8,14,5,0,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",4.647238672,52,90.54
8,14,5,1,120.0,"20.0,20.0,20.0,20.0,20.0,20.0",4.375790014,56,98.2
8,14,5,2,145.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",3.090510598,7,16.5
