max_iterations,max_no_improvements,random_percentage,mode,total_price,envelopes,time,unassigned_coupons_total,unassigned_coupons_price
3,8,1,0,50,"20.0,20.0,10.0",0.28770708,48,114.29
3,8,1,1,50,"20.0,20.0,10.0",0.240518544,48,114.36
3,8,1,2,55,"15.0,15.0,15.0,10.0",0.198125157,50,165.74
3,8,5,0,50,"20.0,20.0,10.0",0.29098299,51,118
3,8,5,1,50,"20.0,20.0,10.0",0.241303624,51,117.91
3,8,5,2,55,"15.0,15.0,15.0,10.0",0.213926193,49,160.06
3,10,1,0,50,"20.0,20.0,10.0",0.296349856,49,115.77
3,10,1,1,50,"20.0,20.0,10.0",0.245166676,49,115.83
3,10,1,2,55,"15.0,15.0,15.0,10.0",0.200439015,50,165.64
3,10,5,0,50,"20.0,20.0,10.0",0.298276572,51,114.7
3,10,5,1,50,"20.0,20.0,10.0",0.259765016,49,111.53
3,10,5,2,55,"15.0,15.0,15.0,10.0",0.198966292,50,163.54
3,12,1,0,50,"20.0,20.0,10.0",0.283689659,49,115.75
3,12,1,1,50,"20.0,20.0,10.0",0.244246832,48,114.28
3,12,1,2,55,"15.0,15.0,15.0,10.0",0.268047636,48,160.83
3,12,5,0,50,"20.0,20.0,10.0",0.332976807,45,103
3,12,5,1,50,"20.0,20.0,10.0",0.253910651,51,116.3
3,12,5,2,55,"15.0,15.0,15.0,10.0",0.19089932,50,166.28
3,14,1,0,50,"20.0,20.0,10.0",0.291666346,49,115.8
3,14,1,1,50,"20.0,20.0,10.0",0.238343222,49,115.85
3,14,1,2,55,"15.0,15.0,15.0,10.0",0.202373123,48,160.71
3,14,5,0,50,"20.0,20.0,10.0",0.320719098,51,118.73
3,14,5,1,50,"20.0,20.0,10.0",0.250385291,56,122.77
3,14,5,2,55,"15.0,15.0,15.0,10.0",0.192279507,48,165.45
5,8,1,0,50,"20.0,20.0,10.0",0.49466484,49,115.84
5,8,1,1,50,"20.0,20.0,10.0",0.401666413,49,115.82
5,8,1,2,55,"15.0,15.0,15.0,10.0",0.340438653,50,165.63
5,8,5,0,50,"20.0,20.0,10.0",0.479445547,52,119.11
5,8,5,1,50,"20.0,20.0,10.0",0.396987545,52,118.15
5,8,5,2,55,"15.0,15.0,15.0,10.0",0.331866795,50,166.43
5,10,1,0,50,"20.0,20.0,10.0",0.476996385,49,115.86
5,10,1,1,50,"20.0,20.0,10.0",0.461088886,48,114.19
5,10,1,2,55,"15.0,15.0,15.0,10.0",0.345072386,49,163.42
5,10,5,0,50,"20.0,20.0,10.0",0.518551378,54,122.01
5,10,5,1,50,"20.0,20.0,10.0",0.407651705,51,118.43
5,10,5,2,55,"15.0,15.0,15.0,10.0",0.380582852,50,164.64
5,12,1,0,50,"20.0,20.0,10.0",0.503057655,48,114.28
5,12,1,1,50,"20.0,20.0,10.0",0.403520685,48,114.45
5,12,1,2,55,"15.0,15.0,15.0,10.0",0.324315578,49,163.19
5,12,5,0,50,"20.0,20.0,10.0",0.554056639,51,118.27
5,12,5,1,50,"20.0,20.0,10.0",0.434178831,50,113.03
5,12,5,2,55,"15.0,15.0,15.0,10.0",0.35321603,45,164.44
5,14,1,0,50,"20.0,20.0,10.0",0.512748564,49,115.83
5,14,1,1,50,"20.0,20.0,10.0",0.436907144,50,117.25
5,14,1,2,55,"15.0,15.0,15.0,10.0",0.329976947,50,165.57
5,14,5,0,50,"20.0,20.0,10.0",0.515927005,49,114.13
5,14,5,1,50,"20.0,20.0,10.0",0.415140473,51,118.06
5,14,5,2,55,"15.0,15.0,15.0,10.0",0.317299419,50,165.07
8,8,1,0,50,"20.0,20.0,10.0",0.81804807,49,115.85
8,8,1,1,50,"20.0,20.0,10.0",0.675773253,48,114.4
8,8,1,2,55,"15.0,15.0,15.0,10.0",0.539872189,50,165.69
8,8,5,0,50,"20.0,20.0,10.0",0.821578821,49,111.1
8,8,5,1,50,"20.0,20.0,10.0",0.63696315,51,118.77
8,8,5,2,55,"15.0,15.0,15.0,10.0",0.543587335,47,162.63
8,10,1,0,50,"20.0,20.0,10.0",0.785153846,48,114.29
8,10,1,1,50,"20.0,20.0,10.0",0.648602163,49,115.63
8,10,1,2,55,"15.0,15.0,15.0,10.0",0.511824402,50,165.73
8,10,5,0,50,"20.0,20.0,10.0",0.825079689,51,117.68
8,10,5,1,50,"20.0,20.0,10.0",0.692991587,52,118.77
8,10,5,2,55,"15.0,15.0,15.0,10.0",0.506179562,50,165.09
8,12,1,0,50,"20.0,20.0,10.0",0.858921735,49,115.84
8,12,1,1,50,"20.0,20.0,10.0",0.688091873,49,115.94
8,12,1,2,55,"15.0,15.0,15.0,10.0",0.532710429,50,165.67
8,12,5,0,50,"20.0,20.0,10.0",0.762385884,48,109.67
8,12,5,1,50,"20.0,20.0,10.0",0.645803943,50,117.06
8,12,5,2,55,"15.0,15.0,15.0,10.0",0.538390978,50,164.89
8,14,1,0,50,"20.0,20.0,10.0",0.861947371,49,115.89
8,14,1,1,50,"20.0,20.0,10.0",0.745801513,48,114.42
8,14,1,2,55,"15.0,15.0,15.0,10.0",0.51225372,48,160.83
8,14,5,0,50,"20.0,20.0,10.0",0.78491925,49,115.41
8,14,5,1,50,"20.0,20.0,10.0",0.6421701,50,112.82
8,14,5,2,55,"15.0,15.0,15.0,10.0",0.537189852,50,162.67
10,8,1,0,50,"20.0,20.0,10.0",0.981472275,48,114.42
10,8,1,1,50,"20.0,20.0,10.0",0.792528211,48,114.3
10,8,1,2,55,"15.0,15.0,15.0,10.0",0.65778263,48,160.89
10,8,5,0,50,"20.0,20.0,10.0",1.099077883,52,117.21
