max_iterations,max_no_improvements,random_percentage,mode,total_price,envelopes,time,unassigned_coupons_total,unassigned_coupons_price
3,8,1,0,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",1.399486292,58,172.77
3,8,1,1,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",1.367318868,57,169.52
3,8,1,2,160.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",1.115080307,55,229.63
3,8,5,0,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",1.363672498,65,189.03
3,8,5,1,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",1.374738134,58,165.5
3,8,5,2,165.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0",1.041797345,7,28.3
3,10,1,0,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",1.390140749,57,169.38
3,10,1,1,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",1.391843927,59,175.46
3,10,1,2,160.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",1.142684461,57,239.49
3,10,5,0,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",1.440040626,69,198.75
3,10,5,1,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",1.413562719,66,192.19
3,10,5,2,165.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0",1.06215592,9,34.35
3,12,1,0,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",1.390317636,57,169.41
3,12,1,1,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",1.402758682,58,172.54
3,12,1,2,160.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",1.083549983,56,234.3
3,12,5,0,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",1.387002504,65,188.53
3,12,5,1,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",1.43358638,60,177.08
3,12,5,2,165.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0",1.054132558,9,33.87
3,14,1,0,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",1.385629391,58,172.93
3,14,1,1,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",1.411630002,58,172.46
3,14,1,2,160.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",1.150800502,56,234.13
3,14,5,0,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",1.404417504,59,178.27
3,14,5,1,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",1.402315055,65,188.08
3,14,5,2,165.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0",1.074514724,10,37.27
5,8,1,0,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",2.304726546,60,178.26
5,8,1,1,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",2.291069697,56,167.02
5,8,1,2,160.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",1.81102363,55,229.89
5,8,5,0,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",2.318920988,61,177.07
5,8,5,1,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",2.280734521,69,198.32
5,8,5,2,165.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0",1.769508819,14,52.76
5,10,1,0,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",2.294507682,58,172.5
5,10,1,1,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",2.349759327,58,172.67
5,10,1,2,160.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",1.831019811,56,234.68
5,10,5,0,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",2.305672264,62,182.28
5,10,5,1,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",2.355560578,63,182.04
5,10,5,2,165.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0",1.741827924,8,30.22
5,12,1,0,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",2.329831186,58,172.72
5,12,1,1,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",2.303315633,58,172.48
5,12,1,2,160.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",1.824057222,58,244.49
5,12,5,0,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",2.30412733,67,193.98
5,12,5,1,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",2.318348243,62,180.61
5,12,5,2,165.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0",1.745152171,11,43.19
5,14,1,0,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",2.319533646,58,172.7
5,14,1,1,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",2.301676138,60,178.64
5,14,1,2,160.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",1.90411401,55,229.9
5,14,5,0,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",2.394355824,61,175.81
5,14,5,1,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",2.317129087,62,182.08
5,14,5,2,165.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0",1.763662948,8,29.04
8,8,1,0,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",3.681486288,57,169.49
8,8,1,1,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",3.660767058,56,166.72
8,8,1,2,160.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",2.969190647,55,229.4
8,8,5,0,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",3.665484562,62,178.22
8,8,5,1,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",3.622665576,69,201.46
8,8,5,2,165.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0",2.769867611,13,49.77
8,10,1,0,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",3.776097096,58,172.03
8,10,1,1,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",3.662816603,56,166.71
8,10,1,2,160.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,10.0",2.942490253,57,239.46
8,10,5,0,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",3.684459364,66,188.97
8,10,5,1,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",3.747007809,64,181.96
8,10,5,2,165.0,"15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0",2.79820968,10,38.62
8,12,1,0,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",3.692307918,56,167.01
8,12,1,1,140.0,"20.0,20.0,20.0,20.0,20.0,20.0,20.0",3.679948859,57,169.46
