Time,Fitnes
0.064711906,70.0
0.06479584,70.0
0.064034038,70.0
0.065171992,70.0
0.065492723,70.0
0.064178615,70.0
0.063760449,70.0
0.064628197,70.0
0.065163475,70.0
0.064169081,70.0
