Time,Fitnes
1.120074037,330.0
1.12147436,330.0
1.122793781,330.0
1.1241943319999999,330.0
1.1255013409999999,330.0
1.126926996,330.0
1.128314216,330.0
1.129790229,330.0
1.1311113499999998,330.0
1.132412249,330.0
1.133708593,330.0
1.1350034679999998,330.0
1.1363296569999999,330.0
1.13763156,330.0
1.1389591079999999,330.0
1.1402931219999999,330.0
1.1416061629999998,330.0
1.14296746,330.0
1.144295692,330.0
1.145576519,330.0
1.146867863,330.0
1.148202946,330.0
1.149601106,330.0
1.150895013,330.0
1.152229427,330.0
1.153522029,330.0
1.154821071,330.0
1.156140982,330.0
1.157501978,330.0
1.159042804,330.0
1.160468173,330.0
1.161912082,330.0
1.163346697,330.0
1.1647564049999999,330.0
1.16615707,330.0
1.1677107169999998,330.0
1.1693139579999998,330.0
1.1707247779999999,330.0
1.172094928,330.0
1.1734786499999998,330.0
1.174844584,330.0
1.176261993,330.0
1.177665968,330.0
1.179120736,330.0
1.180446308,330.0
1.1817478080000001,330.0
1.1831178370000002,330.0
1.184404693,330.0
1.185690557,330.0
1.187291468,330.0
1.1886920539999999,330.0
1.190014315,330.0
1.191376234,330.0
1.1927146880000001,330.0
1.1940224410000002,330.0
1.1953092360000002,330.0
1.1966134440000002,330.0
1.1980178380000002,330.0
1.1993191530000002,330.0
1.2006168850000003,330.0
1.2019481710000004,330.0
1.2032321950000004,330.0
1.2045156530000005,330.0
1.2058877230000005,330.0
1.2074972100000005,330.0
1.2088196800000006,330.0
1.2101427290000006,330.0
1.2114288580000006,330.0
1.2127167080000005,330.0
1.2140402510000006,330.0
1.2153498880000007,330.0
1.2167322350000007,330.0
1.2180673340000008,330.0
1.2193584250000007,330.0
1.2206405930000006,330.0
1.2219638600000007,330.0
1.2232487640000007,330.0
1.2245980030000008,330.0
1.2260304040000007,330.0
1.2273261320000008,330.0
1.2286222160000009,330.0
1.2299456540000009,330.0
1.231228347000001,330.0
1.232509335000001,330.0
1.233807536000001,330.0
1.235203813000001,330.0
1.236497887000001,330.0
1.237783359000001,330.0
1.2390560670000008,330.0
1.2403836240000008,330.0
1.2416701030000008,330.0
1.2430045950000008,330.0
1.244399955000001,330.0
1.2457187150000009,330.0
1.247055575000001,330.0
1.2483386500000009,330.0
1.2496172820000009,330.0
1.250971148000001,330.0
1.252272827000001,330.0
1.253654836000001,330.0
1.2550167770000011,330.0
1.2563775210000012,330.0
1.2577048840000011,330.0
1.2590596620000012,330.0
1.2603898380000012,330.0
1.261690577000001,330.0
1.263128571000001,330.0
1.264447790000001,330.0
1.2657438130000012,330.0
1.2670617760000011,330.0
1.2683409850000011,330.0
1.2696320890000012,330.0
1.2710030870000013,330.0
1.2724737420000014,330.0
1.2737628450000014,330.0
1.2750981910000014,330.0
1.2763827630000015,330.0
1.2776600520000014,330.0
1.2789453510000015,330.0
1.2803510250000014,330.0
1.2818188370000014,330.0
1.2831853180000015,330.0
1.2844766760000015,330.0
1.2857816470000014,330.0
1.2870688270000015,330.0
1.2883568040000015,330.0
